character,server,region,class,spec,hero_talent,role,dungeon,key_level,duration_s,damage_done,dps,deaths,item_level,score,medal,affixes,report_code,fight_id,started_at
Blastor,Illidan,US,Hunter,BeastMastery,Pack Leader,DPS,Pit of Saron,18,1403.0,273974497,195273.6,0,289,463.12920833333,silver,9|10|147,D7Lx6rgWzTKNtwcG,9,2026-06-04 23:07:30.841
Tankierzdru,BurningLegion,EU,Druid,Guardian,Elune's Chosen,Tank,Algeth'ar Academy,21,1674.3,215363762,128625.7,1,290,503.61669354839,bronze,9|10|147,t178PmNLhYKzJGFW,6,2026-06-03 19:45:55.345
Lilmonke,BurningLegion,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Algeth'ar Academy,21,1674.3,79073077,47226.3,0,290,503.61669354839,bronze,9|10|147,t178PmNLhYKzJGFW,6,2026-06-03 19:45:55.345
Sarthia,BurningLegion,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Algeth'ar Academy,21,1674.3,350691734,209450.1,0,290,503.61669354839,bronze,9|10|147,t178PmNLhYKzJGFW,6,2026-06-03 19:45:55.345
Ekodh,Kazzak,EU,DemonHunter,Devourer,Annihilator,DPS,Algeth'ar Academy,21,1674.3,336946140,201240.6,0,289,503.61669354839,bronze,9|10|147,t178PmNLhYKzJGFW,6,2026-06-03 19:45:55.345
Siebenter,Draenor,EU,Evoker,Augmentation,Scalecommander,DPS,Algeth'ar Academy,21,1674.3,329097373,196552.9,0,290,503.61669354839,bronze,9|10|147,t178PmNLhYKzJGFW,6,2026-06-03 19:45:55.345
Gosa,Area52,US,Druid,Guardian,Elune's Chosen,Tank,Seat of the Triumvirate,12,1129.1,90290176,79964.5,0,291,380.0,gold,9|10|147,jMfnbVQRyd3tmBvT,2,2026-06-28 23:03:52.733
Ches,Spirestone,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Seat of the Triumvirate,12,1129.1,32762784,29016.0,1,289,380.0,gold,9|10|147,jMfnbVQRyd3tmBvT,2,2026-06-28 23:03:52.733
Pinchofsalt,Area52,US,Mage,Fire,Sunfury,DPS,Seat of the Triumvirate,12,1129.1,140144418,124117.4,1,291,380.0,gold,9|10|147,jMfnbVQRyd3tmBvT,2,2026-06-28 23:03:52.733
Voyevodà,Area52,US,Warlock,Demonology,Diabolist,DPS,Seat of the Triumvirate,12,1129.1,138988343,123093.5,1,291,380.0,gold,9|10|147,jMfnbVQRyd3tmBvT,2,2026-06-28 23:03:52.733
Soufflè,Area52,US,Paladin,Retribution,Templar,DPS,Seat of the Triumvirate,12,1129.1,159684715,141423.0,2,293,380.0,gold,9|10|147,jMfnbVQRyd3tmBvT,2,2026-06-28 23:03:52.733
Thinpaw,Area52,US,Druid,Guardian,Elune's Chosen,Tank,Maisara Caverns,19,1614.7,176564940,109345.8,0,290,476.51433712121,bronze,9|10|147,Q9AczrbFTd1LJn8k,6,2026-06-06 01:55:12.606
Jusermists,Area52,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Maisara Caverns,19,1614.7,70977073,43955.8,0,287,476.51433712121,bronze,9|10|147,Q9AczrbFTd1LJn8k,6,2026-06-06 01:55:12.606
Kaylara,Area52,US,DemonHunter,Devourer,Annihilator,DPS,Maisara Caverns,19,1614.7,310945837,192567.2,1,290,476.51433712121,bronze,9|10|147,Q9AczrbFTd1LJn8k,6,2026-06-06 01:55:12.606
Naturedk,Area52,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Maisara Caverns,19,1614.7,340273831,210729.9,1,290,476.51433712121,bronze,9|10|147,Q9AczrbFTd1LJn8k,6,2026-06-06 01:55:12.606
Arluntears,Area52,US,Evoker,Augmentation,Scalecommander,DPS,Maisara Caverns,19,1614.7,313882343,194385.8,0,287,476.51433712121,bronze,9|10|147,Q9AczrbFTd1LJn8k,6,2026-06-06 01:55:12.606
Ravendru,Blackmoore,EU,Druid,Guardian,Elune's Chosen,Tank,Nexus-Point Xenas,19,1399.6,129048904,92206.2,0,291,477.26235416667,bronze,9|10|147,h2VxGkZm9c4g6rAa,6,2026-06-29 19:10:45.211
Karatekohl,Blackmoore,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Nexus-Point Xenas,19,1399.6,63782071,45572.7,2,291,477.26235416667,bronze,9|10|147,h2VxGkZm9c4g6rAa,6,2026-06-29 19:10:45.211
Cubevoker,Blackrock,EU,Evoker,Augmentation,Scalecommander,DPS,Nexus-Point Xenas,19,1399.6,254684718,181973.8,0,287,477.26235416667,bronze,9|10|147,h2VxGkZm9c4g6rAa,6,2026-06-29 19:10:45.211
Lolrektudk,Blackmoore,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Nexus-Point Xenas,19,1399.6,288616889,206218.6,1,292,477.26235416667,bronze,9|10|147,h2VxGkZm9c4g6rAa,6,2026-06-29 19:10:45.211
Justpg,Blackrock,EU,DemonHunter,Devourer,Annihilator,DPS,Nexus-Point Xenas,19,1399.6,263462942,188245.9,1,291,477.26235416667,bronze,9|10|147,h2VxGkZm9c4g6rAa,6,2026-06-29 19:10:45.211
Дедатанк,Гордунни,EU,Druid,Guardian,Elune's Chosen,Tank,Windrunner Spire,22,1846.6,219198992,118705.5,0,291,517.69534090909,bronze,9|10|147,ZwjAPGJxWtmyhFLf,6,2026-06-30 21:19:11.231
Даняпятка,Гордунни,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Windrunner Spire,22,1846.6,94243397,51036.8,0,291,517.69534090909,bronze,9|10|147,ZwjAPGJxWtmyhFLf,6,2026-06-30 21:19:11.231
Генарэпчик,Гордунни,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Windrunner Spire,22,1846.6,386986508,209569.4,0,292,517.69534090909,bronze,9|10|147,ZwjAPGJxWtmyhFLf,6,2026-06-30 21:19:11.231
Chainzrøw,Silvermoon,EU,DemonHunter,Devourer,Annihilator,DPS,Windrunner Spire,22,1846.6,390639180,211547.5,0,292,517.69534090909,bronze,9|10|147,ZwjAPGJxWtmyhFLf,6,2026-06-30 21:19:11.231
Wardiquus,Silvermoon,EU,Evoker,Augmentation,Scalecommander,DPS,Windrunner Spire,22,1846.6,385337257,208676.3,0,291,517.69534090909,bronze,9|10|147,ZwjAPGJxWtmyhFLf,6,2026-06-30 21:19:11.231
Lunaticferal,Ravencrest,EU,Druid,Guardian,Elune's Chosen,Tank,Magisters' Terrace,23,1968.1,278571755,141543.6,0,291,530.93084558824,bronze,9|10|147,zh9XKyvTDLBkJt6q,1,2026-06-26 16:21:28.219
Artamonk,Ravencrest,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Magisters' Terrace,23,1968.1,100409110,51018.3,1,291,530.93084558824,bronze,9|10|147,zh9XKyvTDLBkJt6q,1,2026-06-26 16:21:28.219
Nightvp,Kazzak,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Magisters' Terrace,23,1968.1,459015875,233228.2,0,291,530.93084558824,bronze,9|10|147,zh9XKyvTDLBkJt6q,1,2026-06-26 16:21:28.219
Namiaug,Ravencrest,EU,Evoker,Augmentation,Scalecommander,DPS,Magisters' Terrace,23,1968.1,487230969,247564.4,0,290,530.93084558824,bronze,9|10|147,zh9XKyvTDLBkJt6q,1,2026-06-26 16:21:28.219
Qbit,TarrenMill,EU,DemonHunter,Devourer,Annihilator,DPS,Magisters' Terrace,23,1968.1,467065577,237318.3,1,293,530.93084558824,bronze,9|10|147,zh9XKyvTDLBkJt6q,1,2026-06-26 16:21:28.219
Freshbear,Illidan,US,Druid,Guardian,Elune's Chosen,Tank,Seat of the Triumvirate,21,1837.4,206397493,112334.0,0,289,503.32722426471,bronze,9|10|147,ZTvYrHyGtzgFRmWj,6,2026-06-03 05:44:18.399
Rookiewind,Illidan,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Seat of the Triumvirate,21,1837.4,77207510,42021.0,0,289,503.32722426471,bronze,9|10|147,ZTvYrHyGtzgFRmWj,6,2026-06-03 05:44:18.399
Dragoniam,Illidan,US,Evoker,Augmentation,Scalecommander,DPS,Seat of the Triumvirate,21,1837.4,344359148,187421.0,1,289,503.32722426471,bronze,9|10|147,ZTvYrHyGtzgFRmWj,6,2026-06-03 05:44:18.399
Justdhuntie,Illidan,US,DemonHunter,Devourer,Annihilator,DPS,Seat of the Triumvirate,21,1837.4,377512462,205465.1,1,290,503.32722426471,bronze,9|10|147,ZTvYrHyGtzgFRmWj,6,2026-06-03 05:44:18.399
Biejblzbscnm,Illidan,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Seat of the Triumvirate,21,1837.4,402223833,218914.5,0,290,503.32722426471,bronze,9|10|147,ZTvYrHyGtzgFRmWj,6,2026-06-03 05:44:18.399
Abpayphone,Kazzak,EU,Druid,Guardian,Elune's Chosen,Tank,Pit of Saron,19,1421.0,175643277,123603.6,0,288,477.76272916667,silver,9|10|147,3xCvY8XZcBQ9Pdh2,2,2026-06-15 19:28:45.069
Chêlsey,Kazzak,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Pit of Saron,19,1421.0,65676885,46218.1,0,289,477.76272916667,silver,9|10|147,3xCvY8XZcBQ9Pdh2,2,2026-06-15 19:28:45.069
Demonbwandon,Kazzak,EU,DemonHunter,Devourer,Annihilator,DPS,Pit of Saron,19,1421.0,282090153,198512.3,0,289,477.76272916667,silver,9|10|147,3xCvY8XZcBQ9Pdh2,2,2026-06-15 19:28:45.069
Mînariz,Blackmoore,EU,Hunter,BeastMastery,Pack Leader,DPS,Pit of Saron,19,1421.0,248433461,174827.4,1,289,477.76272916667,silver,9|10|147,3xCvY8XZcBQ9Pdh2,2,2026-06-15 19:28:45.069
Dkaykhaled,ArgentDawn,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Pit of Saron,19,1421.0,307249459,216217.4,0,289,477.76272916667,silver,9|10|147,3xCvY8XZcBQ9Pdh2,2,2026-06-15 19:28:45.069
Intërnet,Area52,US,Druid,Guardian,Elune's Chosen,Tank,Nexus-Point Xenas,20,1470.4,162682445,110636.9,0,290,491.73704166667,bronze,9|10|147,cfJMjwH4kW71gyh8,26,2026-05-28 06:46:35.350
Brewnado,Illidan,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Nexus-Point Xenas,20,1470.4,75610665,51421.2,0,288,491.73704166667,bronze,9|10|147,cfJMjwH4kW71gyh8,26,2026-05-28 06:46:35.350
Bbyè,Area52,US,Warrior,Arms,Slayer,DPS,Nexus-Point Xenas,20,1470.4,285979072,194488.3,0,290,491.73704166667,bronze,9|10|147,cfJMjwH4kW71gyh8,26,2026-05-28 06:46:35.350
Atrika,Illidan,US,DemonHunter,Devourer,Annihilator,DPS,Nexus-Point Xenas,20,1470.4,290702734,197700.7,1,290,491.73704166667,bronze,9|10|147,cfJMjwH4kW71gyh8,26,2026-05-28 06:46:35.350
Deuszeus,Area52,US,Shaman,Enhancement,Totemic,DPS,Nexus-Point Xenas,20,1470.4,258402588,175734.1,0,290,491.73704166667,bronze,9|10|147,cfJMjwH4kW71gyh8,26,2026-05-28 06:46:35.350
Arkeidish,Frostmourne,US,Druid,Guardian,Elune's Chosen,Tank,Skyreach,16,1184.2,104556402,88295.8,0,283,436.24712053571,silver,9|10|147,FbN1P3Jvt98VAYzn,1,2026-06-22 07:23:45.907
Sky,Gundrak,US,Priest,Discipline,Oracle,Healer,Skyreach,16,1184.2,30110985,25428.1,0,291,436.24712053571,silver,9|10|147,FbN1P3Jvt98VAYzn,1,2026-06-22 07:23:45.907
Suwayyah,Frostmourne,US,Rogue,Subtlety,Trickster,DPS,Skyreach,16,1184.2,156523933,132181.4,0,290,436.24712053571,silver,9|10|147,FbN1P3Jvt98VAYzn,1,2026-06-22 07:23:45.907
Ilumhunt,Frostmourne,US,Hunter,BeastMastery,Dark Ranger,DPS,Skyreach,16,1184.2,185452106,156610.7,0,291,436.24712053571,silver,9|10|147,FbN1P3Jvt98VAYzn,1,2026-06-22 07:23:45.907
Varasten,Frostmourne,US,Warrior,Fury,Mountain Thane,DPS,Skyreach,16,1184.2,137335817,115977.4,0,286,436.24712053571,silver,9|10|147,FbN1P3Jvt98VAYzn,1,2026-06-22 07:23:45.907
Alkashzekqt,Silvermoon,EU,Druid,Guardian,Elune's Chosen,Tank,Nexus-Point Xenas,20,1456.6,154331841,105953.0,0,292,491.389,bronze,9|10|147,DAhWfXLjza4mg2p9,2,2026-06-21 10:55:43.930
Скуфорестсан,Гордунни,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Nexus-Point Xenas,20,1456.6,68791915,47227.5,1,289,491.389,bronze,9|10|147,DAhWfXLjza4mg2p9,2,2026-06-21 10:55:43.930
Крулфокс,Ревущийфьорд,EU,Warlock,Demonology,Diabolist,DPS,Nexus-Point Xenas,20,1456.6,287525955,197394.5,1,290,491.389,bronze,9|10|147,DAhWfXLjza4mg2p9,2,2026-06-21 10:55:43.930
Apcihba,Silvermoon,EU,Evoker,Augmentation,Scalecommander,DPS,Nexus-Point Xenas,20,1456.6,290792329,199636.9,1,290,491.389,bronze,9|10|147,DAhWfXLjza4mg2p9,2,2026-06-21 10:55:43.930
Imsleepy,Silvermoon,EU,DemonHunter,Devourer,Annihilator,DPS,Nexus-Point Xenas,20,1456.6,274262108,188288.5,0,292,491.389,bronze,9|10|147,DAhWfXLjza4mg2p9,2,2026-06-21 10:55:43.930
Typeofsplo,Moonglade,EU,Druid,Guardian,Elune's Chosen,Tank,Nexus-Point Xenas,13,1103.6,48076382,43562.0,0,262,394.68275,silver,9|10|147,YR9F7nypg8KxL1Wa,4,2026-05-14 21:29:48.528
Helie,Silvermoon,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Nexus-Point Xenas,13,1103.6,36749842,33299.1,0,284,394.68275,silver,9|10|147,YR9F7nypg8KxL1Wa,4,2026-05-14 21:29:48.528
Loruco,Silvermoon,EU,Shaman,Enhancement,Stormbringer,DPS,Nexus-Point Xenas,13,1103.6,150372621,136252.7,0,284,394.68275,silver,9|10|147,YR9F7nypg8KxL1Wa,4,2026-05-14 21:29:48.528
Eldrítch,Silvermoon,EU,Warlock,Demonology,Diabolist,DPS,Nexus-Point Xenas,13,1103.6,180167212,163249.7,0,286,394.68275,silver,9|10|147,YR9F7nypg8KxL1Wa,4,2026-05-14 21:29:48.528
Lemonology,Silvermoon,EU,Warlock,Demonology,Diabolist,DPS,Nexus-Point Xenas,13,1103.6,157023896,142279.5,0,280,394.68275,silver,9|10|147,YR9F7nypg8KxL1Wa,4,2026-05-14 21:29:48.528
Mclemon,ArgentDawn,EU,Paladin,Protection,Lightsmith,Tank,Magisters' Terrace,12,1160.6,99834540,86016.9,0,291,380.0,gold,9|10|147,TwmYavRcV2LfWJqk,22,2026-07-01 12:32:39.626
Líra,Hyjal,EU,Druid,Restoration,Wildstalker,Healer,Magisters' Terrace,12,1160.6,19410007,16723.6,1,284,380.0,gold,9|10|147,TwmYavRcV2LfWJqk,22,2026-07-01 12:32:39.626
Dubakiss,Drak'thul,EU,DemonHunter,Devourer,Annihilator,DPS,Magisters' Terrace,12,1160.6,147947902,127471.2,0,287,380.0,gold,9|10|147,TwmYavRcV2LfWJqk,22,2026-07-01 12:32:39.626
Markquestion,Drak'thul,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Magisters' Terrace,12,1160.6,202056703,174091.1,0,291,380.0,gold,9|10|147,TwmYavRcV2LfWJqk,22,2026-07-01 12:32:39.626
Schanelko,Drak'thul,EU,Hunter,Marksmanship,Dark Ranger,DPS,Magisters' Terrace,12,1160.6,169247436,145822.8,1,288,380.0,gold,9|10|147,TwmYavRcV2LfWJqk,22,2026-07-01 12:32:39.626
Konäshi,Azralon,US,Druid,Guardian,Elune's Chosen,Tank,Pit of Saron,23,1735.2,257572821,148435.7,0,292,531.53470833333,bronze,9|10|147,ZP1r4H37bczLpyqB,7,2026-06-25 05:15:51.254
Springz,Dragonmaw,US,Priest,Discipline,Oracle,Healer,Pit of Saron,23,1735.2,45106159,25994.1,0,293,531.53470833333,bronze,9|10|147,ZP1r4H37bczLpyqB,7,2026-06-25 05:15:51.254
Hozah,Illidan,US,Evoker,Augmentation,Scalecommander,DPS,Pit of Saron,23,1735.2,398138905,229442.1,0,291,531.53470833333,bronze,9|10|147,ZP1r4H37bczLpyqB,7,2026-06-25 05:15:51.254
Silentgg,Illidan,US,DemonHunter,Devourer,Annihilator,DPS,Pit of Saron,23,1735.2,428456457,246913.7,0,291,531.53470833333,bronze,9|10|147,ZP1r4H37bczLpyqB,7,2026-06-25 05:15:51.254
Xiaoshizi,Illidan,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Pit of Saron,23,1735.2,472703035,272412.4,0,292,531.53470833333,bronze,9|10|147,ZP1r4H37bczLpyqB,7,2026-06-25 05:15:51.254
Druidkuron,Blackhand,EU,Druid,Guardian,Elune's Chosen,Tank,Windrunner Spire,19,1618.3,168250933,103969.6,0,284,475.59518939394,bronze,9|10|147,3vThA9n8mD4gfMKX,5,2026-05-14 19:10:00.288
Askiirolle,Blackhand,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Windrunner Spire,19,1618.3,68367585,42247.3,1,286,475.59518939394,bronze,9|10|147,3vThA9n8mD4gfMKX,5,2026-05-14 19:10:00.288
Haja,Blackrock,EU,Evoker,Augmentation,Scalecommander,DPS,Windrunner Spire,19,1618.3,248786625,153736.2,3,290,475.59518939394,bronze,9|10|147,3vThA9n8mD4gfMKX,5,2026-05-14 19:10:00.288
Khiwi,Blackhand,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Windrunner Spire,19,1618.3,338306522,209054.4,0,290,475.59518939394,bronze,9|10|147,3vThA9n8mD4gfMKX,5,2026-05-14 19:10:00.288
Raschêd,Blackrock,EU,DemonHunter,Devourer,Annihilator,DPS,Windrunner Spire,19,1618.3,306444178,189365.3,1,290,475.59518939394,bronze,9|10|147,3vThA9n8mD4gfMKX,5,2026-05-14 19:10:00.288
Touchofwrath,Kazzak,EU,Warrior,Protection,Mountain Thane,Tank,Magisters' Terrace,15,1393.4,139615839,100199.3,0,281,422.040625,silver,9|10|147,h6YVcPjpgLZTW8KA,1,2026-05-11 18:45:53.716
Jòoey,Ravencrest,EU,Druid,Restoration,Wildstalker,Healer,Magisters' Terrace,15,1393.4,15652992,11233.8,0,282,422.040625,silver,9|10|147,h6YVcPjpgLZTW8KA,1,2026-05-11 18:45:53.716
Kaldvatski,Ravencrest,EU,Shaman,Elemental,Stormbringer,DPS,Magisters' Terrace,15,1393.4,205321080,147354.6,0,278,422.040625,silver,9|10|147,h6YVcPjpgLZTW8KA,1,2026-05-11 18:45:53.716
Dedpal,Kazzak,EU,Paladin,Retribution,Templar,DPS,Magisters' Terrace,15,1393.4,257421099,184745.7,0,280,422.040625,silver,9|10|147,h6YVcPjpgLZTW8KA,1,2026-05-11 18:45:53.716
Fivetwo,Ravencrest,EU,DemonHunter,Devourer,Annihilator,DPS,Magisters' Terrace,15,1393.4,233441149,167535.8,0,282,422.040625,silver,9|10|147,h6YVcPjpgLZTW8KA,1,2026-05-11 18:45:53.716
Dazmonk,BurningBlade,US,Monk,Brewmaster,Master of Harmony,Tank,Pit of Saron,17,1334.9,145644292,109104.1,0,292,449.87579166667,silver,9|10|147,1Kgtvw7FJf6xdQhb,43,2026-06-20 03:03:15.100
Uunfar,BurningBlade,US,Shaman,Restoration,Totemic,Healer,Pit of Saron,17,1334.9,40159676,30084.2,0,290,449.87579166667,silver,9|10|147,1Kgtvw7FJf6xdQhb,43,2026-06-20 03:03:15.100
Quinifer,BlackDragonflight,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Pit of Saron,17,1334.9,234983858,176029.6,0,291,449.87579166667,silver,9|10|147,1Kgtvw7FJf6xdQhb,43,2026-06-20 03:03:15.100
Mangoslurpee,Zul'jin,US,Druid,Feral,Druid of the Claw,DPS,Pit of Saron,17,1334.9,289853810,217133.4,0,290,449.87579166667,silver,9|10|147,1Kgtvw7FJf6xdQhb,43,2026-06-20 03:03:15.100
Zigy,BurningBlade,US,Warrior,Arms,Colossus,DPS,Pit of Saron,17,1334.9,260509265,195151.0,0,291,449.87579166667,silver,9|10|147,1Kgtvw7FJf6xdQhb,43,2026-06-20 03:03:15.100
Moonalwright,Silvermoon,EU,Druid,Guardian,Unknown,Tank,Seat of the Triumvirate,19,1641.7,182533019,111182.7,0,289,476.64338235294,bronze,9|10|147,qyC4WnxGHD1M2X7P,1,2026-06-23 09:56:52.841
Moonisright,Silvermoon,EU,Monk,Mistweaver,Unknown,Healer,Seat of the Triumvirate,19,1641.7,78092221,47566.7,0,290,476.64338235294,bronze,9|10|147,qyC4WnxGHD1M2X7P,1,2026-06-23 09:56:52.841
Worstroguexd,Kazzak,EU,Rogue,Subtlety,Unknown,DPS,Seat of the Triumvirate,19,1641.7,268845303,163756.3,0,291,476.64338235294,bronze,9|10|147,qyC4WnxGHD1M2X7P,1,2026-06-23 09:56:52.841
Kavaps,Silvermoon,EU,DemonHunter,Devourer,Unknown,DPS,Seat of the Triumvirate,19,1641.7,331797191,202100.9,1,290,476.64338235294,bronze,9|10|147,qyC4WnxGHD1M2X7P,1,2026-06-23 09:56:52.841
Electricboy,Silvermoon,EU,Shaman,Enhancement,Unknown,DPS,Seat of the Triumvirate,19,1641.7,300006449,182736.9,2,288,476.64338235294,bronze,9|10|147,qyC4WnxGHD1M2X7P,1,2026-06-23 09:56:52.841
Druidses,Mal'Ganis,EU,Druid,Guardian,Elune's Chosen,Tank,Seat of the Triumvirate,19,1711.7,193915899,113286.4,0,289,475.63663602941,bronze,9|10|147,RbG186hNvmjWfYqH,2,2026-05-30 19:14:00.026
Créapzmonk,Blackrock,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Seat of the Triumvirate,19,1711.7,78007188,45572.1,0,287,475.63663602941,bronze,9|10|147,RbG186hNvmjWfYqH,2,2026-05-30 19:14:00.026
Shinnon,Blackhand,EU,DemonHunter,Devourer,Annihilator,DPS,Seat of the Triumvirate,19,1711.7,288044486,168276.7,2,289,475.63663602941,bronze,9|10|147,RbG186hNvmjWfYqH,2,2026-05-30 19:14:00.026
Threnariodk,Blackhand,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Seat of the Triumvirate,19,1711.7,317824106,185674.1,0,290,475.63663602941,bronze,9|10|147,RbG186hNvmjWfYqH,2,2026-05-30 19:14:00.026
Paexswing,Blackhand,EU,Evoker,Augmentation,Scalecommander,DPS,Seat of the Triumvirate,19,1711.7,289044227,168860.8,0,289,475.63663602941,bronze,9|10|147,RbG186hNvmjWfYqH,2,2026-05-30 19:14:00.026
Overdozzed,Silvermoon,EU,Druid,Guardian,Elune's Chosen,Tank,Pit of Saron,22,1636.1,210339689,128564.3,0,289,518.2823125,bronze,9|10|147,LP7gdq9J3KGAXjbh,44,2026-06-10 13:40:48.115
Chijia,TarrenMill,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Pit of Saron,22,1636.1,84182376,51454.1,1,289,518.2823125,bronze,9|10|147,LP7gdq9J3KGAXjbh,44,2026-06-10 13:40:48.115
Augevo,Kazzak,EU,Evoker,Augmentation,Scalecommander,DPS,Pit of Saron,22,1636.1,381300367,233059.3,0,290,518.2823125,bronze,9|10|147,LP7gdq9J3KGAXjbh,44,2026-06-10 13:40:48.115
Morós,TarrenMill,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Pit of Saron,22,1636.1,433224850,264796.7,0,290,518.2823125,bronze,9|10|147,LP7gdq9J3KGAXjbh,44,2026-06-10 13:40:48.115
Xethriel,TarrenMill,EU,Priest,Shadow,Voidweaver,DPS,Pit of Saron,22,1636.1,412128783,251902.3,0,290,518.2823125,bronze,9|10|147,LP7gdq9J3KGAXjbh,44,2026-06-10 13:40:48.115
Watsen,Frostmourne,US,Druid,Guardian,Elune's Chosen,Tank,Nexus-Point Xenas,22,1665.2,206626096,124086.3,0,291,517.35316666667,bronze,9|10|147,FcDygdGXKMjh9ra2,2,2026-06-23 10:00:54.309
Jessi,Frostmourne,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Nexus-Point Xenas,22,1665.2,88742733,53293.1,0,290,517.35316666667,bronze,9|10|147,FcDygdGXKMjh9ra2,2,2026-06-23 10:00:54.309
Demoneker,Frostmourne,US,DemonHunter,Devourer,Annihilator,DPS,Nexus-Point Xenas,22,1665.2,346315502,207974.7,1,289,517.35316666667,bronze,9|10|147,FcDygdGXKMjh9ra2,2,2026-06-23 10:00:54.309
Suggknight,Frostmourne,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Nexus-Point Xenas,22,1665.2,340312516,204369.7,1,292,517.35316666667,bronze,9|10|147,FcDygdGXKMjh9ra2,2,2026-06-23 10:00:54.309
Webd,Frostmourne,US,Evoker,Augmentation,Scalecommander,DPS,Nexus-Point Xenas,22,1665.2,323857472,194487.8,0,290,517.35316666667,bronze,9|10|147,FcDygdGXKMjh9ra2,2,2026-06-23 10:00:54.309
Gobpepe,Frostmourne,US,Druid,Guardian,Elune's Chosen,Tank,Maisara Caverns,19,1634.3,163351784,99954.6,0,286,476.70375,bronze,9|10|147,4MrcpWBkNdPRjhTH,5,2026-05-17 07:07:31.054
Beepbop,Dentarg,US,Monk,Mistweaver,Master of Harmony,Healer,Maisara Caverns,19,1634.3,71611812,43819.1,0,281,476.70375,bronze,9|10|147,4MrcpWBkNdPRjhTH,5,2026-05-17 07:07:31.054
Auganised,Frostmourne,US,Evoker,Augmentation,Scalecommander,DPS,Maisara Caverns,19,1634.3,326408052,199728.3,0,286,476.70375,bronze,9|10|147,4MrcpWBkNdPRjhTH,5,2026-05-17 07:07:31.054
Ravindrannor,Saurfang,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Maisara Caverns,19,1634.3,334806141,204867.1,0,287,476.70375,bronze,9|10|147,4MrcpWBkNdPRjhTH,5,2026-05-17 07:07:31.054
Borz,Frostmourne,US,DemonHunter,Devourer,Annihilator,DPS,Maisara Caverns,19,1634.3,328477914,200994.9,0,286,476.70375,bronze,9|10|147,4MrcpWBkNdPRjhTH,5,2026-05-17 07:07:31.054
Loofxd,Tichondrius,US,Druid,Guardian,Elune's Chosen,Tank,Pit of Saron,19,1485.0,192240928,129452.0,0,289,476.42595833333,bronze,9|10|147,M4NwKVaTYWXcrxmy,52,2026-05-15 18:05:08.665
Flamingfist,Tichondrius,US,Monk,Mistweaver,Master of Harmony,Healer,Pit of Saron,19,1485.0,63054297,42459.8,0,288,476.42595833333,bronze,9|10|147,M4NwKVaTYWXcrxmy,52,2026-05-15 18:05:08.665
Raijinbuu,Tichondrius,US,Shaman,Enhancement,Stormbringer,DPS,Pit of Saron,19,1485.0,254816253,171589.3,0,284,476.42595833333,bronze,9|10|147,M4NwKVaTYWXcrxmy,52,2026-05-15 18:05:08.665
Guldarog,Illidan,US,Warlock,Demonology,Diabolist,DPS,Pit of Saron,19,1485.0,323447485,217804.5,1,287,476.42595833333,bronze,9|10|147,M4NwKVaTYWXcrxmy,52,2026-05-15 18:05:08.665
Jaopikno,Illidan,US,DemonHunter,Devourer,Annihilator,DPS,Pit of Saron,19,1485.0,271268792,182668.2,0,286,476.42595833333,bronze,9|10|147,M4NwKVaTYWXcrxmy,52,2026-05-15 18:05:08.665
Reddhorn,Kazzak,EU,Druid,Guardian,Elune's Chosen,Tank,Windrunner Spire,12,1178.7,73222052,62118.6,0,284,380.0,gold,9|10|147,Q6BKd3j7trf4nTpN,17,2026-06-27 23:13:35.234
Oldesthealer,TwistingNether,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Windrunner Spire,12,1178.7,54092516,45889.9,0,290,380.0,gold,9|10|147,Q6BKd3j7trf4nTpN,17,2026-06-27 23:13:35.234
