subset,composition,runs,strength,avg_key,avg_pct_under,best_pct_under,median_pct_under,key_slope,ref_key,best_time_s,best_dungeon,best_key,best_date,median_time_s,avg_deaths_per_run,timed_pct
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,162,2.46,9.2,21.4,55.1,23.0,-3.82,8.8,808.0,Voidscar Arena,2,2026-08-20,1380.0,5.24,88.3
timed,T:Vengeance DemonHunter | H:Restoration Shaman | D:Arcane Mage | D:Outlaw Rogue | D:Arms Warrior,5,-1.99,9.4,16.8,37.0,6.4,-3.137,8.6,1284.0,Murder Row,7,2026-08-19,1685.0,5.6,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:BeastMastery Hunter | D:Arcane Mage | D:Demonology Warlock,5,-2.0,6.4,35.6,57.0,41.4,-3.137,8.6,775.0,Altar of Fangs,2,2026-08-20,1055.0,2.8,100.0
timed,T:Protection Paladin | H:Discipline Priest | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Arms Warrior,5,-2.01,7.4,29.3,44.5,26.8,-3.137,8.6,1066.0,Den of Nalorakk,5,2026-08-19,1350.0,4.6,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Balance Druid | D:BeastMastery Hunter,5,-2.13,6.8,32.8,49.6,33.5,-3.137,8.6,847.0,Ruby Life Pools,4,2026-08-19,1196.0,2.2,100.0
timed,T:Protection Warrior | H:Discipline Priest | D:Arcane Mage | D:Retribution Paladin | D:Demonology Warlock,5,-2.14,6.8,32.8,43.4,32.4,-3.137,8.6,1121.0,Kings' Rest,4,2026-08-20,1298.0,0.6,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Arcane Mage | D:Arcane Mage | D:Demonology Warlock,5,-2.21,9.0,18.9,36.0,15.5,-3.137,8.6,1152.0,Altar of Fangs,2,2026-08-19,1673.0,7.2,100.0
timed,T:Blood DeathKnight | H:Restoration Druid | D:Augmentation Evoker | D:BeastMastery Hunter | D:Arms Warrior,5,-2.26,9.0,18.8,33.8,17.3,-3.137,8.6,1112.0,Ruby Life Pools,9,2026-08-18,1512.0,7.0,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Destruction Warlock | D:Arms Warrior,5,-2.26,8.0,25.1,37.2,27.9,-3.137,8.6,1130.0,Voidscar Arena,10,2026-08-19,1298.0,1.6,100.0
timed,T:Guardian Druid | H:Holy Paladin | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Arcane Mage,5,-2.27,8.4,22.5,43.7,21.4,-3.137,8.6,1115.0,Kings' Rest,3,2026-08-19,1414.0,3.2,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Devourer DemonHunter | D:Marksmanship Hunter | D:Arms Warrior,5,-2.29,6.2,36.3,54.7,40.7,-3.137,8.6,816.0,Voidscar Arena,2,2026-08-19,1187.0,1.8,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Devastation Evoker | D:BeastMastery Hunter | D:Elemental Shaman,5,-2.4,6.4,34.8,58.9,30.5,-3.137,8.6,739.0,Voidscar Arena,4,2026-08-18,1327.0,2.2,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Unholy DeathKnight | D:Retribution Paladin | D:Elemental Shaman,5,-2.41,8.4,22.2,34.0,22.5,-3.137,8.6,1189.0,The Blinding Vale,7,2026-08-19,1489.0,2.0,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Elemental Shaman | D:Arms Warrior,5,-2.45,8.8,19.7,33.7,15.8,-3.137,8.6,1114.0,Ruby Life Pools,9,2026-08-18,1628.0,5.4,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Arcane Mage | D:Shadow Priest | D:Elemental Shaman,5,-2.47,8.0,24.6,37.7,34.2,-3.137,8.6,1122.0,Altar of Fangs,4,2026-08-19,1175.0,3.0,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Havoc DemonHunter | D:Subtlety Rogue | D:Arms Warrior,5,-2.48,8.4,22.1,43.9,14.8,-3.137,8.6,1009.0,Altar of Fangs,2,2026-08-20,1534.0,3.8,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Unholy DeathKnight | D:Retribution Paladin | D:Elemental Shaman,5,-2.58,8.4,21.9,28.1,20.9,-3.137,8.6,1294.0,Altar of Fangs,2,2026-08-19,1423.0,3.2,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Frost DeathKnight | D:Balance Druid | D:Arcane Mage,5,-2.62,9.0,18.1,42.5,13.9,-3.137,8.6,1104.0,Temple of Sethraliss,2,2026-08-18,1602.0,2.0,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:Subtlety Rogue | D:Subtlety Rogue,5,-2.68,9.2,16.7,41.3,6.2,-3.137,8.6,1126.0,Temple of Sethraliss,6,2026-08-19,1717.0,6.8,100.0
timed,T:Protection Paladin | H:Holy Priest | D:Arcane Mage | D:Retribution Paladin | D:Arms Warrior,5,-2.7,7.2,29.2,45.6,37.1,-3.137,8.6,979.0,The Blinding Vale,2,2026-08-20,1284.0,1.4,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Retribution Paladin,5,-2.72,8.6,20.4,46.5,13.4,-3.137,8.6,963.0,Voidscar Arena,2,2026-08-20,1564.0,4.2,100.0
timed,T:Protection Paladin | H:Discipline Priest | D:Balance Druid | D:Arcane Mage | D:Retribution Paladin,5,-2.74,8.6,20.3,33.9,19.1,-3.137,8.6,1270.0,Den of Nalorakk,6,2026-08-19,1601.0,4.0,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Augmentation Evoker | D:Arcane Mage | D:Arms Warrior,5,-2.74,9.6,14.1,30.8,14.8,-3.137,8.6,1369.0,Kings' Rest,10,2026-08-19,1636.0,7.4,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:BeastMastery Hunter | D:Retribution Paladin | D:Elemental Shaman,5,-2.82,8.2,22.7,44.6,12.8,-3.137,8.6,997.0,Altar of Fangs,5,2026-08-20,1606.0,4.0,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Assassination Rogue,5,-2.89,8.2,22.5,52.1,15.0,-3.137,8.6,862.0,Voidscar Arena,5,2026-08-19,1635.0,6.0,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Augmentation Evoker | D:Arcane Mage | D:Elemental Shaman,5,-2.93,7.6,26.2,44.9,22.1,-3.137,8.6,925.0,Ruby Life Pools,5,2026-08-19,1339.0,1.6,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Elemental Shaman | D:Demonology Warlock,5,-2.94,7.2,28.7,47.5,34.5,-3.137,8.6,1008.0,Temple of Sethraliss,2,2026-08-19,1298.0,3.6,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:BeastMastery Hunter | D:Windwalker Monk | D:Retribution Paladin,5,-3.12,7.8,24.6,39.6,26.0,-3.137,8.6,1087.0,The Blinding Vale,7,2026-08-19,1421.0,3.8,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Retribution Paladin | D:Subtlety Rogue,5,-3.13,8.4,20.8,42.3,18.7,-3.137,8.6,1039.0,Altar of Fangs,5,2026-08-20,1464.0,4.6,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Havoc DemonHunter | D:Retribution Paladin | D:Destruction Warlock,5,-3.18,9.0,16.9,29.2,17.7,-3.137,8.6,1444.0,Murder Row,4,2026-08-19,1606.0,2.4,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Havoc DemonHunter | D:Retribution Paladin | D:Elemental Shaman,5,-3.19,6.2,34.5,45.7,35.9,-3.137,8.6,977.0,Altar of Fangs,2,2026-08-18,1154.0,1.8,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Marksmanship Hunter | D:Retribution Paladin | D:Elemental Shaman,5,-3.33,7.0,29.2,42.4,26.6,-3.137,8.6,1036.0,Altar of Fangs,4,2026-08-19,1389.0,1.4,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Retribution Paladin,5,-3.34,9.6,12.9,27.8,10.7,-3.137,8.6,1213.0,Ruby Life Pools,10,2026-08-19,1714.0,3.2,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Outlaw Rogue | D:Demonology Warlock,5,-3.35,6.4,32.9,41.1,36.5,-3.137,8.6,1166.0,Kings' Rest,2,2026-08-19,1257.0,2.8,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Arcane Mage | D:Enhancement Shaman | D:Arms Warrior,5,-3.54,7.6,25.0,46.3,21.4,-3.137,8.6,1030.0,Den of Nalorakk,5,2026-08-19,1320.0,5.4,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Elemental Shaman,5,-3.55,9.6,12.4,20.2,12.4,-3.137,8.6,1437.0,Voidscar Arena,9,2026-08-19,1660.0,3.6,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Balance Druid | D:Arcane Mage | D:Shadow Priest,5,-3.57,9.0,16.2,42.5,12.5,-3.137,8.6,966.0,Ruby Life Pools,4,2026-08-18,1629.0,7.0,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:BeastMastery Hunter | D:Arcane Mage | D:Shadow Priest,5,-3.58,8.6,18.7,48.8,14.8,-3.137,8.6,861.0,Ruby Life Pools,2,2026-08-18,1636.0,3.0,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Affliction Warlock | D:Arms Warrior,5,-3.69,8.0,22.2,40.6,14.2,-3.137,8.6,1141.0,Den of Nalorakk,5,2026-08-19,1468.0,2.0,100.0
timed,T:Protection Paladin | H:Discipline Priest | D:Balance Druid | D:Arcane Mage | D:Affliction Warlock,5,-3.72,6.4,32.2,51.4,36.1,-3.137,8.6,874.0,Voidscar Arena,4,2026-08-19,1149.0,3.2,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:BeastMastery Hunter | D:Retribution Paladin | D:Demonology Warlock,5,-3.81,8.2,20.7,43.5,17.0,-3.137,8.6,1084.0,Den of Nalorakk,2,2026-08-18,1494.0,4.6,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Unholy DeathKnight | D:Arcane Mage | D:Elemental Shaman,5,-3.86,4.6,43.2,56.7,40.5,-3.137,8.6,728.0,Ruby Life Pools,5,2026-08-20,1184.0,2.2,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Havoc DemonHunter | D:Balance Druid | D:Arcane Mage,5,-3.86,8.4,19.3,36.0,16.7,-3.137,8.6,1268.0,Kings' Rest,5,2026-08-19,1457.0,4.0,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Windwalker Monk | D:Retribution Paladin | D:Elemental Shaman,5,-3.93,6.2,33.0,43.3,30.1,-3.137,8.6,1158.0,Murder Row,5,2026-08-19,1258.0,1.0,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Affliction Warlock,5,-4.27,7.4,24.8,37.4,26.8,-3.137,8.6,1202.0,Temple of Sethraliss,2,2026-08-19,1357.0,2.0,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Survival Hunter | D:Arcane Mage | D:Demonology Warlock,5,-4.32,7.2,26.0,51.5,15.7,-3.137,8.6,873.0,Voidscar Arena,2,2026-08-19,1517.0,3.0,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:Retribution Paladin | D:Elemental Shaman,5,-4.35,8.8,15.9,34.7,9.7,-3.137,8.6,1175.0,The Blinding Vale,10,2026-08-19,1593.0,3.8,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Frost DeathKnight | D:BeastMastery Hunter | D:Elemental Shaman,5,-4.45,8.0,20.7,46.2,8.9,-3.137,8.6,1034.0,Den of Nalorakk,5,2026-08-20,1638.0,5.0,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:Frost Mage | D:Retribution Paladin,5,-4.49,4.8,40.7,53.8,45.1,-3.137,8.6,776.0,Ruby Life Pools,2,2026-08-19,1054.0,3.0,100.0
timed,T:Brewmaster Monk | H:Restoration Shaman | D:Arcane Mage | D:Retribution Paladin | D:Arms Warrior,5,-4.76,6.4,30.1,47.0,31.6,-3.137,8.6,1018.0,Den of Nalorakk,4,2026-08-19,1314.0,4.0,100.0
timed,T:Brewmaster Monk | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Elemental Shaman,5,-4.81,5.0,38.8,45.5,42.9,-3.137,8.6,1111.0,Murder Row,2,2026-08-19,1111.0,1.4,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Marksmanship Hunter | D:Destruction Warlock,5,-4.87,6.4,29.9,52.7,40.2,-3.137,8.6,795.0,Ruby Life Pools,2,2026-08-19,1148.0,4.2,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Shadow Priest | D:Elemental Shaman | D:Destruction Warlock,5,-5.07,7.4,23.2,46.1,13.9,-3.137,8.6,971.0,The Blinding Vale,2,2026-08-20,1549.0,2.2,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Marksmanship Hunter | D:Elemental Shaman | D:Arms Warrior,5,-5.1,8.2,18.1,28.3,17.9,-3.137,8.6,1291.0,Voidscar Arena,11,2026-08-19,1576.0,5.4,100.0
timed,T:Protection Paladin | H:Mistweaver Monk | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Elemental Shaman,5,-5.16,7.4,23.0,60.1,7.8,-3.137,8.6,670.0,Ruby Life Pools,2,2026-08-19,1788.0,5.0,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Survival Hunter | D:Arcane Mage | D:Arms Warrior,5,-5.16,8.2,18.0,41.1,18.9,-3.137,8.6,1166.0,Kings' Rest,2,2026-08-20,1641.0,3.8,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Fury Warrior,5,-5.2,6.8,26.7,41.4,26.7,-3.137,8.6,1196.0,Murder Row,6,2026-08-18,1319.0,2.6,100.0
timed,T:Protection Paladin | H:Restoration Druid | D:Arcane Mage | D:Retribution Paladin | D:Elemental Shaman,5,-5.35,6.6,27.7,51.8,22.4,-3.137,8.6,984.0,Murder Row,2,2026-08-20,1396.0,1.8,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:BeastMastery Hunter | D:Arcane Mage | D:Windwalker Monk,5,-5.49,6.2,29.9,46.3,28.9,-3.137,8.6,1032.0,Temple of Sethraliss,3,2026-08-19,1451.0,2.0,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Elemental Shaman | D:Demonology Warlock | D:Arms Warrior,5,-5.61,7.2,23.4,53.1,20.1,-3.137,8.6,844.0,Altar of Fangs,2,2026-08-19,1615.0,7.6,100.0
timed,T:Vengeance DemonHunter | H:Holy Paladin | D:Unholy DeathKnight | D:Balance Druid | D:BeastMastery Hunter,5,-5.68,7.8,19.5,48.5,16.8,-3.137,8.6,865.0,Ruby Life Pools,2,2026-08-18,1596.0,1.8,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Arcane Mage | D:Retribution Paladin | D:Assassination Rogue,5,-6.03,6.4,27.6,51.1,23.0,-3.137,8.6,821.0,Ruby Life Pools,4,2026-08-19,1520.0,2.0,100.0
timed,T:Protection Warrior | H:Discipline Priest | D:Balance Druid | D:BeastMastery Hunter | D:Arcane Mage,5,-6.14,8.6,13.5,25.6,10.3,-3.137,8.6,1428.0,Temple of Sethraliss,8,2026-08-19,1614.0,10.6,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:Windwalker Monk | D:Enhancement Shaman,5,-6.23,9.2,9.6,20.1,6.7,-3.137,8.6,1630.0,Murder Row,8,2026-08-18,1681.0,3.2,100.0
timed,T:Protection Warrior | H:Holy Priest | D:BeastMastery Hunter | D:Arcane Mage | D:Retribution Paladin,5,-6.24,5.2,34.7,42.6,35.2,-3.137,8.6,1033.0,Voidscar Arena,4,2026-08-20,1287.0,1.0,100.0
timed,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Arcane Mage,5,-6.68,3.4,45.1,57.0,46.2,-3.137,8.6,774.0,Voidscar Arena,2,2026-08-20,1035.0,0.6,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Assassination Rogue | D:Elemental Shaman | D:Arms Warrior,5,-6.82,5.6,31.0,49.9,33.7,-3.137,8.6,842.0,Ruby Life Pools,2,2026-08-19,1272.0,6.0,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Arcane Mage | D:Retribution Paladin | D:Fury Warrior,5,-6.95,7.8,16.9,38.3,20.1,-3.137,8.6,1259.0,Murder Row,5,2026-08-20,1582.0,6.6,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Frost DeathKnight | D:BeastMastery Hunter | D:Retribution Paladin,5,-6.96,5.2,33.2,47.8,37.6,-3.137,8.6,1066.0,Murder Row,3,2026-08-19,1066.0,2.0,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Arcane Mage | D:Demonology Warlock,5,-7.11,6.6,24.1,45.0,16.7,-3.137,8.6,924.0,Ruby Life Pools,2,2026-08-19,1547.0,4.8,100.0
timed,T:Vengeance DemonHunter | H:Restoration Shaman | D:Devourer DemonHunter | D:BeastMastery Hunter | D:Arcane Mage,5,-7.39,3.0,46.2,57.6,50.2,-3.137,8.6,865.0,Murder Row,2,2026-08-19,938.0,1.2,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Unholy DeathKnight | D:Arcane Mage | D:Arms Warrior,5,-7.52,6.8,22.1,40.0,23.3,-3.137,8.6,1080.0,The Blinding Vale,2,2026-08-20,1380.0,5.2,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Arcane Mage | D:Elemental Shaman | D:Demonology Warlock,5,-7.58,5.0,33.2,54.9,28.7,-3.137,8.6,919.0,Murder Row,2,2026-08-18,1368.0,4.6,100.0
timed,T:Guardian Druid | H:Holy Paladin | D:Arcane Mage | D:Demonology Warlock | D:Arms Warrior,5,-7.62,6.2,25.6,43.2,22.6,-3.137,8.6,1022.0,Voidscar Arena,6,2026-08-19,1346.0,6.8,100.0
timed,T:Blood DeathKnight | H:Holy Paladin | D:Windwalker Monk | D:Shadow Priest | D:Elemental Shaman,5,-8.45,8.2,11.4,17.0,14.7,-3.137,8.6,1692.0,Murder Row,4,2026-08-19,1665.0,7.8,100.0
timed,T:Guardian Druid | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Retribution Paladin,5,-8.46,5.8,26.5,43.6,28.5,-3.137,8.6,1015.0,Voidscar Arena,2,2026-08-19,1416.0,5.2,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Windwalker Monk | D:Retribution Paladin | D:Destruction Warlock,5,-9.73,4.4,32.7,43.1,38.5,-3.137,8.6,1093.0,Temple of Sethraliss,2,2026-08-19,1106.0,2.6,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Unholy DeathKnight | D:Arcane Mage | D:Assassination Rogue,5,-11.65,6.6,15.1,33.8,11.0,-3.137,8.6,1311.0,Kings' Rest,9,2026-08-20,1602.0,13.4,100.0
timed,T:Protection Paladin | H:Restoration Shaman | D:Havoc DemonHunter | D:Destruction Warlock | D:Arms Warrior,5,-12.34,4.6,26.2,44.1,25.3,-3.137,8.6,1107.0,Kings' Rest,4,2026-08-20,1477.0,4.0,100.0
timed,T:Protection Paladin | H:Discipline Priest | D:Devourer DemonHunter | D:Devastation Evoker | D:Fire Mage,4,9.55,10.8,33.8,40.1,34.3,-3.137,8.6,1078.0,Voidscar Arena,10,2026-08-19,1222.0,0.25,100.0
timed,T:Guardian Druid | H:Restoration Druid | D:Devastation Evoker | D:Arcane Mage | D:Arms Warrior,4,9.25,10.0,37.8,39.8,38.0,-3.137,8.6,1228.0,Murder Row,10,2026-08-19,1244.0,1.0,100.0
timed,T:Vengeance DemonHunter | H:Restoration Shaman | D:Arcane Mage | D:Assassination Rogue | D:Destruction Warlock,4,9.12,10.0,37.6,42.5,36.4,-3.137,8.6,1138.0,Kings' Rest,10,2026-08-19,1151.0,1.0,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Balance Druid | D:Windwalker Monk,4,8.8,11.0,30.6,34.8,30.4,-3.137,8.6,1292.0,Kings' Rest,11,2026-08-19,1330.0,2.5,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:BeastMastery Hunter | D:Marksmanship Hunter | D:Shadow Priest,4,8.77,10.0,36.8,38.6,38.1,-3.137,8.6,1106.0,The Blinding Vale,10,2026-08-19,1152.0,3.25,100.0
timed,T:Protection Warrior | H:Restoration Shaman | D:BeastMastery Hunter | D:BeastMastery Hunter | D:Subtlety Rogue,4,8.55,10.0,36.3,40.3,37.4,-3.137,8.6,1075.0,Voidscar Arena,10,2026-08-19,1220.0,4.75,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Balance Druid | D:Devastation Evoker | D:Marksmanship Hunter,4,8.49,10.2,34.6,40.1,34.4,-3.137,8.6,1222.0,Murder Row,10,2026-08-19,1256.0,3.0,100.0
timed,T:Protection Warrior | H:Discipline Priest | D:Havoc DemonHunter | D:Arcane Mage | D:Arcane Mage,4,8.47,10.8,31.4,39.8,34.4,-3.137,8.6,1228.0,Murder Row,10,2026-08-19,1256.0,4.25,100.0
timed,T:Blood DeathKnight | H:Restoration Druid | D:Subtlety Rogue | D:Elemental Shaman | D:Arms Warrior,4,8.4,8.8,43.8,59.7,44.0,-3.137,8.6,726.0,Voidscar Arena,5,2026-08-19,1078.0,1.5,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Havoc DemonHunter | D:Augmentation Evoker | D:Assassination Rogue,4,8.38,10.0,35.9,40.6,38.8,-3.137,8.6,1140.0,Temple of Sethraliss,10,2026-08-19,1136.0,1.5,100.0
timed,T:Protection Warrior | H:Restoration Shaman | D:Subtlety Rogue | D:Elemental Shaman | D:Arms Warrior,4,8.25,10.8,30.9,36.4,31.4,-3.137,8.6,1297.0,Murder Row,11,2026-08-20,1342.0,1.0,100.0
timed,T:Protection Warrior | H:Preservation Evoker | D:Shadow Priest | D:Assassination Rogue | D:Elemental Shaman,4,8.18,10.0,35.4,41.2,36.6,-3.137,8.6,1059.0,Voidscar Arena,10,2026-08-19,1140.0,2.5,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Retribution Paladin | D:Subtlety Rogue | D:Arms Warrior,4,8.14,10.2,33.8,39.9,34.5,-3.137,8.6,1009.0,Ruby Life Pools,10,2026-08-19,1220.0,2.0,100.0
timed,T:Blood DeathKnight | H:Holy Priest | D:Balance Druid | D:Windwalker Monk | D:Arms Warrior,4,8.07,11.5,25.8,33.1,27.0,-3.137,8.6,1365.0,Murder Row,11,2026-08-19,1438.0,2.25,100.0
timed,T:Protection Warrior | H:Preservation Evoker | D:Unholy DeathKnight | D:Arcane Mage | D:Arcane Mage,4,7.97,10.0,35.0,37.5,34.8,-3.137,8.6,1126.0,The Blinding Vale,10,2026-08-19,1228.0,4.5,100.0
timed,T:Protection Warrior | H:Restoration Shaman | D:Frost DeathKnight | D:Retribution Paladin | D:Outlaw Rogue,4,7.96,11.2,27.1,45.0,25.0,-3.137,8.6,925.0,Ruby Life Pools,10,2026-08-19,1260.0,1.5,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Devourer DemonHunter | D:Devastation Evoker | D:Devastation Evoker,4,7.87,10.0,34.7,37.1,35.1,-3.137,8.6,1207.0,Temple of Sethraliss,10,2026-08-19,1196.0,2.25,100.0
timed,T:Protection Warrior | H:Holy Priest | D:Havoc DemonHunter | D:Arcane Mage | D:Elemental Shaman,4,7.75,11.0,28.2,30.8,27.9,-3.137,8.6,1245.0,Voidscar Arena,11,2026-08-19,1326.0,1.5,100.0
timed,T:Vengeance DemonHunter | H:Preservation Evoker | D:BeastMastery Hunter | D:Enhancement Shaman | D:Arms Warrior,4,7.65,10.0,34.2,39.6,33.8,-3.137,8.6,1160.0,Temple of Sethraliss,10,2026-08-19,1192.0,2.75,100.0
timed,T:Brewmaster Monk | H:Preservation Evoker | D:Devourer DemonHunter | D:Balance Druid | D:Subtlety Rogue,4,7.6,10.5,31.0,37.4,36.0,-3.137,8.6,1277.0,Murder Row,10,2026-08-19,1240.0,1.75,100.0
timed,T:Brewmaster Monk | H:Restoration Shaman | D:Unholy DeathKnight | D:Assassination Rogue | D:Arms Warrior,4,7.57,11.2,26.2,39.1,26.5,-3.137,8.6,1096.0,Altar of Fangs,11,2026-08-19,1418.0,1.25,100.0
timed,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Assassination Rogue | D:Destruction Warlock,4,7.42,10.0,33.7,35.9,33.5,-3.137,8.6,1154.0,Voidscar Arena,10,2026-08-19,1230.0,2.25,100.0
timed,T:Brewmaster Monk | H:Discipline Priest | D:Devourer DemonHunter | D:Arcane Mage | D:Destruction Warlock,4,7.3,10.2,31.9,36.1,33.5,-3.137,8.6,1265.0,Kings' Rest,10,2026-08-19,1314.0,1.5,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Havoc DemonHunter | D:Balance Druid | D:BeastMastery Hunter,4,7.25,10.2,31.8,50.3,26.8,-3.137,8.6,895.0,Voidscar Arena,8,2026-08-18,1404.0,4.0,100.0
timed,T:Blood DeathKnight | H:Mistweaver Monk | D:Unholy DeathKnight | D:Augmentation Evoker | D:Elemental Shaman,4,7.06,10.5,29.8,41.4,30.6,-3.137,8.6,1055.0,Voidscar Arena,10,2026-08-19,1316.0,1.5,100.0
timed,T:Blood DeathKnight | H:Discipline Priest | D:Balance Druid | D:Shadow Priest | D:Arms Warrior,4,6.95,10.2,31.1,37.3,31.4,-3.137,8.6,1203.0,Temple of Sethraliss,10,2026-08-19,1268.0,4.75,100.0
timed,T:Protection Warrior | H:Restoration Druid | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Assassination Rogue,4,6.94,10.0,32.6,39.5,33.1,-3.137,8.6,1089.0,Voidscar Arena,10,2026-08-19,1286.0,2.75,100.0
timed,T:Blood DeathKnight | H:Preservation Evoker | D:Devourer DemonHunter | D:Devastation Evoker | D:Arcane Mage,4,6.93,10.0,32.6,40.7,31.2,-3.137,8.6,1138.0,Temple of Sethraliss,10,2026-08-19,1402.0,4.5,100.0
timed,T:Protection Warrior | H:Restoration Druid | D:Devourer DemonHunter | D:Arcane Mage | D:Arms Warrior,4,6.9,11.0,26.3,31.4,26.8,-3.137,8.6,1400.0,Murder Row,11,2026-08-19,1359.0,2.5,100.0
timed,T:Protection Warrior | H:Holy Paladin | D:Devastation Evoker | D:BeastMastery Hunter | D:Outlaw Rogue,4,6.77,10.2,30.7,33.1,31.2,-3.137,8.6,1285.0,Temple of Sethraliss,10,2026-08-19,1266.0,2.25,100.0
timed,T:Guardian Druid | H:Restoration Shaman | D:Devastation Evoker | D:Retribution Paladin | D:Elemental Shaman,4,6.72,9.8,33.7,42.0,33.7,-3.137,8.6,1148.0,Kings' Rest,8,2026-08-19,1230.0,1.75,100.0
timed,T:Protection Warrior | H:Restoration Druid | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Arcane Mage,4,6.62,10.5,28.8,43.3,26.6,-3.137,8.6,1156.0,Murder Row,9,2026-08-19,1454.0,1.75,100.0
